id,text,link,Appeal to authority,Appeal to fear/prejudice,Bandwagon,Black-and-white Fallacy/Dictatorship,Causal Oversimplification,Doubt,Exaggeration/Minimisation,Flag-waving,Glittering generalities (Virtue),Loaded Language,Misrepresentation of Someone's Position (Straw Man),Name calling/Labeling,"Obfuscation, Intentional vagueness, Confusion",Presenting Irrelevant Data (Red Herring),Reductio ad hitlerum,Repetition,Slogans,Smears,Thought-terminating cliché,Whataboutism,processed_text
66817,"Reality\n\nPolitics and Media lies\n\nWhen it doesn't feel right, go left",,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,reality politics and media lies when it does not feel right go left
79546,LET'S GET A HEAD START ON THIS ONE\n\nJULIANNE ASSANGE DIDN'T KILL HIMSELF,https://www.facebook.com/ResistanceFeed/photos/pb.100060243732164.-2207520000./2598081570280261/?type=3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,let us get a head start on this one julianne assange did not kill himself
78388,"In this photo, US, Norwegian, Lithuanian and British\nsoldiers are posing for a photo 2 km away from the\nRussian border, as part of NATO training.",https://www.facebook.com/themotherlandcalls/photos/750836338327817/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,in this photo us norwegian lithuanian and british soldiers are posing for a photo 2 km away from the russian border as part of nato training
63556,\IT IS USUALLY FUTILE TO TRY TO TALK FACTS... TO PEOPLE WHO ARE ENJOYING A SENSE OF MORAL\nSUPERIORITY IN THEIR IGNORANCE.\\nTHOMAS SOWELL\n\n,https://www.facebook.com/www.russiatruth.co/photos/4603527336362798/,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,it is usually futile to try to talk facts to people who are enjoying a sense of moral superiority in their ignorance thomas sowell
63782,That's a nice acuount you got...\n\nBe a shame if...\n\nsomething were to happen to it...\n,https://www.facebook.com/www.russiatruth.co/photos/1354910657891165/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,that is a nice acuount you got be a shame if something were to happen to it
67159,"I know why you're here, Neo.\nI know what you've been doing... why you hardly sleep, why you live alone, and why night after night, you sit by your computer.\nYou're looking for him. \nI know because I was once looking for the same thing, And when he found me, he told me I wasn't really looking for him, I was looking for an answer. \nIt's the question that drives us, Neo.\nIt's the question that brought you here. \nYou know the question, just as I did.",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i know why you are here neo i know what you have been doing why you hardly sleep why you live alone and why night after night you sit by your computer you are looking for him i know because i was once looking for the same thing and when he found me he told me i was not really looking for him i was looking for an answer its the question that drives us neo its the question that brought you here you know the question just as i did
70227,EVERYONE MAKES MISTAKES\n\nDON'T BEAT YOURSELF UP\n-Jussie Smollett,https://www.facebook.com/PatriotFetch/photos/pb.100068893186755.-2207520000./213890884236668/?type=3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,everyone makes mistakes do not beat yourself up jussie smollett
63142,"Dad, I have something to tell you and it's not going to be easy for you to hear but your personal experiences are statistically insignificant and prone to biases and other fallacious reasoning.",https://www.facebook.com/SkepticalMemeSociety/photos/1688034984683042/,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dad i have something to tell you and its not going to be easy for you to hear but your personal experiences are statistically insignificant and prone to biases and other fallacious reasoning
64409,"PAGAN ROOTS OF CHRISTMAS\nFor the customs of the people are vain: for one\ncutteth a tree out of the forest\n\nThey deck it with silver and with gold; they fasten it with nails and with hammers, that it move not.\n\nDECEMBER 25TH = BIRTHDAY OF SUN GOD.",https://www.facebook.com/photo.php?fbid=308464274620807&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,pagan roots of christmas for the customs of the people are vain for one cutteth a tree out of the forest they deck it with silver and with gold they fasten it with nails and with hammers that it move not december 25th  birthday of sun god
66729,"Q: What's the difference between a mechanical ventilator used to treat #COVID19 and a bomb?\nA: There is no shortage of bombs\n\nMechanical Ventilator $15,000\n\nGBU-53/B StormBreaker US$227,146\n",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,q what is the difference between a mechanical ventilator used to treat  and a bomb a there is no shortage of bombs mechanical ventilator 15000 gbu53b stormbreaker us227146
216991,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
539106,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fox News just asked what would make different from biden in Ukraine what I would do is that we would have a huge military capability and what we can do without planes to be honest with you without 44-year-old planes what we can do is huge and we should be doing it and we should help them survive and they're doing an amazing job Donald J Trump
311250,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
97825,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q what is the difference between a mechanical fan used to treat and a pump to no shortage of mechanical fan pumps 15000 gbu53b breakers us227146
423909,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dad, I have something to tell you, and it's not gonna be easy for you to listen to, but your personal experiences are statistically insignificant and prone to prejudice and other fallacious reasoning."
406175,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fox News just asked what would make different from biden in Ukraine what I would do is that we would have a huge military capability and what we can do without planes to be honest with you without 44-year-old planes what we can do is huge and we should be doing it and we should help them survive and they're doing an amazing job Donald J Trump
454983,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q what is the difference between a mechanical fan used to treat and a pump to no shortage of mechanical fan pumps 15000 gbu53b breakers us227146
288449,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,covid has taken this year right since the outbreak has taken over 100 year look here is life is just his I just want to say think about him more lives this year than any other year Joe biden
268389,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
3995,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
836826,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
393550,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
19336,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the pagan roots of Christmas for the customs of the people are vain because one cuts a tree of the forest adorn it with silver and with gold hold it with nails and hammers that do not move 25 December birthday of god sun
826288,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,today is today yesterday was today yesterday tomorrow will be today so alive today so that the future today will be like the past today
983758,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dad, I have something to tell you, and it's not gonna be easy for you to listen to, but your personal experiences are statistically insignificant and prone to prejudice and other fallacious reasoning."
912768,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
472846,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
990629,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,That's a good acuunt. You have to be a shame if anything was going to happen to him.
789916,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
108288,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Everybody makes mistakes Don't punish yourself Jussie Smollett
428485,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
972140,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
840938,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,covid has taken this year right since the outbreak has taken over 100 year look here is life is just his I just want to say think about him more lives this year than any other year Joe biden
274548,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Everybody makes mistakes Don't punish yourself Jussie Smollett
426066,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
271154,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joe Biden has been president for two months and has already made more air force trips than Trump.
956289,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
941329,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In 20000 years Chernobyl will be safe again for humans Fukushima will eventually contaminate the entire ocean. Do you understand now?
688030,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We have been patient but our patience is running out and his refusal has cost us all Joe Biden President
327761,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
296223,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
425208,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
350970,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
863324,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q what is the difference between a mechanical fan used to treat and a pump to no shortage of mechanical fan pumps 15000 gbu53b breakers us227146
579259,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dad, I have something to tell you, and it's not gonna be easy for you to listen to, but your personal experiences are statistically insignificant and prone to prejudice and other fallacious reasoning."
700536,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
335302,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
126509,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,That's a good acuunt. You have to be a shame if anything was going to happen to him.
747793,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
489751,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
644165,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Under my plan if a wheel falls out of the canoe your dog house will be full of pancakes I'm Joe biden and I'm running for the Senate
538122,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fox News just asked what would make different from biden in Ukraine what I would do is that we would have a huge military capability and what we can do without planes to be honest with you without 44-year-old planes what we can do is huge and we should be doing it and we should help them survive and they're doing an amazing job Donald J Trump
584532,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,today is today yesterday was today yesterday tomorrow will be today so alive today so that the future today will be like the past today
770994,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Under my plan if a wheel falls out of the canoe your dog house will be full of pancakes I'm Joe biden and I'm running for the Senate
12979,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In 20000 years Chernobyl will be safe again for humans Fukushima will eventually contaminate the entire ocean. Do you understand now?
373325,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
741455,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
963040,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
695961,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
806413,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
697920,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joe Biden has been president for two months and has already made more air force trips than Trump.
316853,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
787805,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the pagan roots of Christmas for the customs of the people are vain because one cuts a tree of the forest adorn it with silver and with gold hold it with nails and hammers that do not move 25 December birthday of god sun
509745,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joe Biden has been president for two months and has already made more air force trips than Trump.
486558,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,believe in yourself even if it means riding on the edge of a ray in the danger z0ne of the kingdom or madness simply digging
289526,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fox News just asked what would make different from biden in Ukraine what I would do is that we would have a huge military capability and what we can do without planes to be honest with you without 44-year-old planes what we can do is huge and we should be doing it and we should help them survive and they're doing an amazing job Donald J Trump
552941,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In 20000 years Chernobyl will be safe again for humans Fukushima will eventually contaminate the entire ocean. Do you understand now?
47281,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the pagan roots of Christmas for the customs of the people are vain because one cuts a tree of the forest adorn it with silver and with gold hold it with nails and hammers that do not move 25 December birthday of god sun
742789,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
197514,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
749119,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
295696,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,That's a good acuunt. You have to be a shame if anything was going to happen to him.
586899,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It is usually useless to try to talk about facts to people who are enjoying a sense of moral superiority in their ignorance Thomas Sowell
721431,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
209278,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In 20000 years Chernobyl will be safe again for humans Fukushima will eventually contaminate the entire ocean. Do you understand now?
809938,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
150022,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
763452,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
213723,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,covid has taken this year right since the outbreak has taken over 100 year look here is life is just his I just want to say think about him more lives this year than any other year Joe biden
323413,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
793400,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Under my plan if a wheel falls out of the canoe your dog house will be full of pancakes I'm Joe biden and I'm running for the Senate
383746,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,That's a good acuunt. You have to be a shame if anything was going to happen to him.
581897,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,today is today yesterday was today yesterday tomorrow will be today so alive today so that the future today will be like the past today
944427,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,covid has taken this year right since the outbreak has taken over 100 year look here is life is just his I just want to say think about him more lives this year than any other year Joe biden
894620,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
